sample_name	altitude	anonymized_name	bile_sample	biomass_even	biomass_quartile	climate	collection_substrate	collection_timestamp	collection_year	common_name	condition_factor	conservation_status	control	control_2	control_cell_into_extraction	control_org	depth_high_range_m	depth_low_range_m	depth_m	description	diet	diet_reference	dist_to_dorsal_cm	distance_from_shore_m	dna_extracted	dnaplate_column	dnaplate_row	dnaplate_well_id	elevation	empo_1	empo_2	empo_3	env	env0	env_biome	env_feature	env_material	env_package	evo_distanceto_mackerel_median_mya	evo_timetree_species_name	extraction_cleanup	extraction_date	extraction_lot	extraction_mass_g	extraction_notes	extraction_notes_gill	extraction_plate_name	fish_collection_method	fl_cm	fmp_number	gamma_include	gape_cm	general_location	geo_loc_name	gi_cm	hab_notes	hab_sum	habitat_act_collection	habitat_be	habitat_cp	habitat_depth_level1	habitat_depth_level2	habitat_drf	habitat_dslp	habitat_is	habitat_kbrf	habitat_mdrf	habitat_ms	habitat_os	habitat_p	habitat_ref	habitat_rit	habitat_rst	habitat_sslp	habitat_sz	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_common_name_	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	include_st	latitude	longitude	mass_g	max_age	max_kg_grams	max_tl_cm	method_gear	month	name	notes	notes_on_dissection	num_order	number_db	ocean_basin	p_class	p_fam_common	p_family	p_genus	p_genus_species	p_order	pcr_order	ph_cells_per_g	ph_cells_per_g_log	ph_cells_per_mg	ph_extrapolated_cells_per_60ul_total	ph_extrapolated_cells_per_extra_ln	ph_extrapolated_cells_per_pcr_total	ph_log_reads	ph_r1150	ph_reads_per_mg	ph_total_reads	physical_specimen_location	physical_specimen_remaining	prey_annelids	prey_arthropods	prey_echinoderms	prey_invertebrate	prey_large_fish	prey_mollusks	prey_phytoplankton_algae	prey_shark_marine_mammal	prey_small_fish	prey_zooplankton	primer_plate	qiita_study_id	radii	ratio_dorsal_to_tl	ratio_gape_to_tl	ratio_gi_to_tl	reproductive_process	salinity_tolerance	salinity_tolerance_migration	sample_type	sample_type_2	sample_type_descriptive	sample_types	scientific_name	sd_or_la	season	sex	sjbg_gill	sjbg_gill_direction	sjbg_gill_number	sjbg_gill_orientation	sjbg_gill_sample	sjbg_gill_tissue	sjbg_gill_type	sourcesink	substrata_collection	substrata_group	swim_acceleration	swim_endurance	swim_mode	swim_performance	taxon_id	title	title_fmp_core	tl_cm	trophic	trophic_likely	type_habitat_nonbay_bol	x	y	z
13414.53.hg	Not applicable	53.hg	FALSE	2	2	subtropical	rock associated	2019-06-05	2019	kelp perch	1.5871	NE	0	0		0	30	0	6	53.hg	crustaceans on kelp	fishbase.org	5	1163	TRUE	7	e	e7	0	Host-associated	Animal	Animal distal gut	53hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Embiotoca lateralis	clearmag beads KF	9/10/20	PS16L1	0.0728	low		FMP101_P1_hg_1.88	HSW gillnet survey	14.2	53	1	1	wind n sea	USA:CA:San Diego	16.5		1	RST	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	1.587056494	UBERON:feces	UBERON:digestive tract	kelp perch	kelp perch	15.5	cm	Missing: not collected	Brachyistius frenatus	FMP_53	100188	59.1	grams	1	32.830845	-117.294357	59.1			22	gillnet	6	53.hg		"had 8 baby fish in stomach... did not give birth yet (1: 1.1g, 4.7cm; 2: 1.0g, 4.5cm; 3: 1.2g, 4.6cm; 4: 1.0g, 4.6cm; 5: 1.2g, 4.5cm; 6: 1.2g, 4.3cm; 7: 1.1g, 4.6cm; 8: 1.2g, 4.5cm)"	341	250	Eastern Pacific	Actinopterygii	surfperches	Emiotocidae	Brachyistius	Brachyistius frenatus	Perciformes	437	29409	4.468480257	29	2141	2.251435369	178	3.777934049	1	82376	5997	SIO	Missing: not collected		1									5	13414		0.322580645	0.064516129	1.064516129	viviparous	marine	marine	fish hindgut digesta	hg	hindgut digesta	"gill, fin, skin, MG, HG"	Brachyistius frenatus	209	spring	F								sink	rocky reef	rock associated	1	3	Embiotociform	manoeuvrer	100188	FMP101	1	15.5	2	2	TRUE			
13414.53.midgut	Not applicable	53.midgut	FALSE	3	3	subtropical	rock associated	2019-06-05	2019	kelp perch	1.5871	NE	0	0		0	30	0	6	53.midgut	crustaceans on kelp	fishbase.org	5	1163	TRUE	7	e	e7	0	Host-associated	Animal	Animal proximal gut	53midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Embiotoca lateralis	clearmag beads KF	9/10/20	PS16L1	0.0667			FMP101_P2_mg_1.88	HSW gillnet survey	14.2	53	1	1	wind n sea	USA:CA:San Diego	16.5		1	RST	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	1.587056494	UBERON:feces	UBERON:digestive tract	kelp perch	kelp perch	15.5	cm	Missing: not collected	Brachyistius frenatus	FMP_53	100188	59.1	grams	1	32.830845	-117.294357	59.1			22	gillnet	6	53.midgut		"had 8 baby fish in stomach... did not give birth yet (1: 1.1g, 4.7cm; 2: 1.0g, 4.5cm; 3: 1.2g, 4.6cm; 4: 1.0g, 4.6cm; 5: 1.2g, 4.5cm; 6: 1.2g, 4.3cm; 7: 1.1g, 4.6cm; 8: 1.2g, 4.5cm)"	437	250	Eastern Pacific	Actinopterygii	surfperches	Emiotocidae	Brachyistius	Brachyistius frenatus	Perciformes	533	1044737	6.019006976	1045	69684	3.763951668	5807	4.210452293	1	243403	16235	SIO	Missing: not collected		1									6	13414		0.322580645	0.064516129	1.064516129	viviparous	marine	marine	fish midgut digesta	mg	midgut digesta	"gill, fin, skin, MG, HG"	Brachyistius frenatus	209	spring	F								sink	rocky reef	rock associated	1	3	Embiotociform	manoeuvrer	100188	FMP101	1	15.5	2	2	TRUE			
13414.53.skin	Not applicable	53.skin	FALSE	2	3	subtropical	rock associated	2019-06-05	2019	kelp perch	1.5871	NE	0	0		0	30	0	6	53.skin	crustaceans on kelp	fishbase.org	5	1163	TRUE	7	e	e7	0	Host-associated	Animal	Animal surface	53skin	skin	marine biome	animal-associated habitat	mucus	host-associated	116	Embiotoca lateralis	clearmag beads KF	9/14/20	PS16L1	0.066	high		FMP101_P3_skin_1.88	HSW gillnet survey	14.2	53	1	1	wind n sea	USA:CA:San Diego	16.5		1	RST	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:skin	1.587056494	UBERON:mucus	UBERON:skin of body	kelp perch	kelp perch	15.5	cm	Missing: not collected	Brachyistius frenatus	FMP_53	100188	59.1	grams	1	32.830845	-117.294357	59.1			22	gillnet	6	53.skin		"had 8 baby fish in stomach... did not give birth yet (1: 1.1g, 4.7cm; 2: 1.0g, 4.5cm; 3: 1.2g, 4.6cm; 4: 1.0g, 4.6cm; 5: 1.2g, 4.5cm; 6: 1.2g, 4.3cm; 7: 1.1g, 4.6cm; 8: 1.2g, 4.5cm)"	533	250	Eastern Pacific	Actinopterygii	surfperches	Emiotocidae	Brachyistius	Brachyistius frenatus	Perciformes	629	60973	4.785137564	61	4024	2.525501615	335	3.856305866	1	108833	7183	SIO	Missing: not collected		1									7	13414		0.322580645	0.064516129	1.064516129	viviparous	marine	marine	fish skin	s	skin swab	"gill, fin, skin, MG, HG"	Brachyistius frenatus	209	spring	F								sink	rocky reef	rock associated	1	3	Embiotociform	manoeuvrer	100188	FMP101	1	15.5	2	2	TRUE			
13414.54.gill	Not applicable	54.gill	TRUE	3	4	temperate	rock associated	2019-06-05	2019	halfmoon	2.0448	LC	0	0		0	40	0	6	54.gill	"invertebrates, seaweed"	fishbase.org	5.5	1163	TRUE	7	f	f7	0	Host-associated	Animal	Animal corpus	54gill	gill	marine biome	animal-associated habitat	organic material	host-associated	116	Labracoglossa argenteiventris	clearmag beads KF	9/14/20	PS16L1	0.47		WG	FMP101_P4_gill_1.88	HSW gillnet survey	22.5	54	1	1.8	wind n sea	USA:CA:San Diego	34		1	RST	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:respiratory system	2.044839466	UBERON:mucus	UBERON:gill	halfmoon	halfmoon	20.4	cm	Missing: not collected	Medialuna californiensis	FMP_54	314243	173.6	grams	1	32.830845	-117.294357	173.6	8		48	gillnet	6	54.gill			630	329	Eastern Pacific	Actinopterygii	sea chub	Kyphosidae	Medialuna	Medialuna californiensis	Centrarchiformes	726	2263477	6.354776086	2263	1063834	4.94769279	88653	4.548954186	1	75311	35396	SIO	Missing: not collected				1			1				8	13414		0.269607843	0.088235294	1.666666667	oviparous	marine	marine	fish gill	g	gill tissue	"gill, fin, skin, MG, HG"	Medialuna californiensis	288	spring	Unknown								sink	rocky reef	rock associated	1	3	Embiotociform	manoeuvrer	314243	FMP101	1	20.4	2	2	TRUE			
13414.54.hg	Not applicable	54.hg	TRUE	2	3	temperate	rock associated	2019-06-05	2019	halfmoon	2.0448	LC	0	0		0	40	0	6	54.hg	"invertebrates, seaweed"	fishbase.org	5.5	1163	TRUE	7	f	f7	0	Host-associated	Animal	Animal distal gut	54hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Labracoglossa argenteiventris	clearmag beads KF	9/10/20	PS16L1	0.1134			FMP101_P1_hg_1.88	HSW gillnet survey	22.5	54	1	1.8	wind n sea	USA:CA:San Diego	34		1	RST	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	2.044839466	UBERON:feces	UBERON:digestive tract	halfmoon	halfmoon	20.4	cm	Missing: not collected	Medialuna californiensis	FMP_54	314243	173.6	grams	1	32.830845	-117.294357	173.6	8		48	gillnet	6	54.hg			342	329	Eastern Pacific	Actinopterygii	sea chub	Kyphosidae	Medialuna	Medialuna californiensis	Centrarchiformes	438	224816	5.351827216	225	25494	3.327259166	2125	4.08557597	1	107390	12178	SIO	Missing: not collected				1			1				5	13414		0.269607843	0.088235294	1.666666667	oviparous	marine	marine	fish hindgut digesta	hg	hindgut digesta	"gill, fin, skin, MG, HG"	Medialuna californiensis	288	spring	Unknown								sink	rocky reef	rock associated	1	3	Embiotociform	manoeuvrer	314243	FMP101	1	20.4	2	2	TRUE			
13414.54.midgut	Not applicable	54.midgut	TRUE	2	3	temperate	rock associated	2019-06-05	2019	halfmoon	2.0448	LC	0	0		0	40	0	6	54.midgut	"invertebrates, seaweed"	fishbase.org	5.5	1163	TRUE	7	f	f7	0	Host-associated	Animal	Animal proximal gut	54midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Labracoglossa argenteiventris	clearmag beads KF	9/10/20	PS16L1	0.1325			FMP101_P2_mg_1.88	HSW gillnet survey	22.5	54	1	1.8	wind n sea	USA:CA:San Diego	34		1	RST	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	2.044839466	UBERON:feces	UBERON:digestive tract	halfmoon	halfmoon	20.4	cm	Missing: not collected	Medialuna californiensis	FMP_54	314243	173.6	grams	1	32.830845	-117.294357	173.6	8		48	gillnet	6	54.midgut			438	329	Eastern Pacific	Actinopterygii	sea chub	Kyphosidae	Medialuna	Medialuna californiensis	Centrarchiformes	534	533203	5.726892584	533	70649	3.769926876	5887	4.21216096	1	123011	16299	SIO	Missing: not collected				1			1				6	13414		0.269607843	0.088235294	1.666666667	oviparous	marine	marine	fish midgut digesta	mg	midgut digesta	"gill, fin, skin, MG, HG"	Medialuna californiensis	288	spring	Unknown								sink	rocky reef	rock associated	1	3	Embiotociform	manoeuvrer	314243	FMP101	1	20.4	2	2	TRUE			
13414.54.skin	Not applicable	54.skin	TRUE	1	2	temperate	rock associated	2019-06-05	2019	halfmoon	2.0448	LC	0	0		0	40	0	6	54.skin	"invertebrates, seaweed"	fishbase.org	5.5	1163	TRUE	7	f	f7	0	Host-associated	Animal	Animal surface	54skin	skin	marine biome	animal-associated habitat	mucus	host-associated	116	Labracoglossa argenteiventris	clearmag beads KF	9/14/20	PS16L1	0.116	high		FMP101_P3_skin_1.88	HSW gillnet survey	22.5	54	1	1.8	wind n sea	USA:CA:San Diego	34		1	RST	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:skin	2.044839466	UBERON:mucus	UBERON:skin of body	halfmoon	halfmoon	20.4	cm	Missing: not collected	Medialuna californiensis	FMP_54	314243	173.6	grams	1	32.830845	-117.294357	173.6	8		48	gillnet	6	54.skin			534	329	Eastern Pacific	Actinopterygii	sea chub	Kyphosidae	Medialuna	Medialuna californiensis	Centrarchiformes	630	6533	3.815112658	7	758	1.800361302	63	3.648945182	1	38414	4456	SIO	Missing: not collected				1			1				7	13414		0.269607843	0.088235294	1.666666667	oviparous	marine	marine	fish skin	s	skin swab	"gill, fin, skin, MG, HG"	Medialuna californiensis	288	spring	Unknown								sink	rocky reef	rock associated	1	3	Embiotociform	manoeuvrer	314243	FMP101	1	20.4	2	2	TRUE			
13414.55.gill	Not applicable	55.gill	TRUE	3	4	subtropical	kelp forrest	2019-06-05	2019	broadnose sevengill shark	Missing: not collected	DD	0	0		0	570	0	6	55.gill	"sharks, rays, fish, marine mammal, "	fishbase.org	Missing: not collected	1432	TRUE	7	g	g7	0	Host-associated	Animal	Animal corpus	55gill	gill	marine biome	animal-associated habitat	organic material	host-associated	465	Hexanchus griseus	clearmag beads KF	9/14/20	PS16L1	0.22		PG	FMP101_P4_gill_1.88	HSW gillnet survey	Missing: not collected	55	0	Missing: not collected	LJ kelp site1	USA:CA:San Diego	Missing: not collected		3	KBRF	1	1	shallow	neritic	0	0	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:respiratory system	#VALUE!	UBERON:mucus	UBERON:gill	broadnose sevengill shark	7 gill shark	Missing: not collected	cm	Missing: not collected	Notorhynchus cepedianus	FMP_55	7857	Missing: not collected	grams	1	32.841484	-117.297446	Missing: not collected	49	107	300	gillnet	6	55.gill			631	293	Eastern Pacific	Chondrichthyes	cow sharks	Hexanchidae	Notorynchus	Notorhynchus cepedianus	Hexanchiformes	727	5990767	6.777482429	5991	1317969	5.040723878	109831	4.5755573	1	171055	37632	SIO	Missing: not collected					1			1	1		8	13414		nan	nan	nan	ovoviviparous	brackish	brackish	fish gill	g	gill tissue	"gill, fin, skin, MG, HG"	Notorhynchus cepedianus	252	spring	Unknown								sink	kelp forrest	soft bottom	2	3	Carcharhiniform	crusier sprinter	7857	FMP101	1	Missing: not collected	5	5	FALSE			
13414.55.hg	Not applicable	55.hg	TRUE	3	4	subtropical	kelp forrest	2019-06-05	2019	broadnose sevengill shark	Missing: not collected	DD	0	0		0	570	0	6	55.hg	"sharks, rays, fish, marine mammal, "	fishbase.org	Missing: not collected	1432	TRUE	7	g	g7	0	Host-associated	Animal	Animal distal gut	55hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	465	Hexanchus griseus	clearmag beads KF	9/10/20	PS16L1	0.0714			FMP101_P1_hg_1.88	HSW gillnet survey	Missing: not collected	55	0	Missing: not collected	LJ kelp site1	USA:CA:San Diego	Missing: not collected		3	KBRF	1	1	shallow	neritic	0	0	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	#VALUE!	UBERON:feces	UBERON:digestive tract	broadnose sevengill shark	7 gill shark	Missing: not collected	cm	Missing: not collected	Notorhynchus cepedianus	FMP_55	7857	Missing: not collected	grams	1	32.841484	-117.297446	Missing: not collected	49	107	300	gillnet	6	55.hg			343	293	Eastern Pacific	Chondrichthyes	cow sharks	Hexanchidae	Notorynchus	Notorhynchus cepedianus	Hexanchiformes	439	29177264	7.465044565	29177	2083257	5.239561538	173605	4.632416797	1	600784	42896	SIO	Missing: not collected					1			1	1		5	13414		nan	nan	nan	ovoviviparous	brackish	brackish	fish hindgut digesta	hg	hindgut digesta	"gill, fin, skin, MG, HG"	Notorhynchus cepedianus	252	spring	Unknown								sink	kelp forrest	soft bottom	2	3	Carcharhiniform	crusier sprinter	7857	FMP101	1	Missing: not collected	5	5	FALSE			
13414.55.midgut	Not applicable	55.midgut	TRUE	3	4	subtropical	kelp forrest	2019-06-05	2019	broadnose sevengill shark	Missing: not collected	DD	0	0		0	570	0	6	55.midgut	"sharks, rays, fish, marine mammal, "	fishbase.org	Missing: not collected	1432	TRUE	7	g	g7	0	Host-associated	Animal	Animal proximal gut	55midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	465	Hexanchus griseus	columns	12/26/20	PS16L1	0.1375			FMP101_P2_mg_1.88	HSW gillnet survey	Missing: not collected	55	0	Missing: not collected	LJ kelp site1	USA:CA:San Diego	Missing: not collected		3	KBRF	1	1	shallow	neritic	0	0	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	#VALUE!	UBERON:feces	UBERON:digestive tract	broadnose sevengill shark	7 gill shark	Missing: not collected	cm	Missing: not collected	Notorhynchus cepedianus	FMP_55	7857	Missing: not collected	grams	1	32.841484	-117.297446	Missing: not collected	49	107	300	gillnet	6	55.midgut			439	293	Eastern Pacific	Chondrichthyes	cow sharks	Hexanchidae	Notorynchus	Notorhynchus cepedianus	Hexanchiformes	535	10381836	7.016274164	10382	1427502	5.075395618	118959	4.58547201	1	280007	38501	SIO	Missing: not collected					1			1	1		6	13414		nan	nan	nan	ovoviviparous	brackish	brackish	fish midgut digesta	mg	midgut digesta	"gill, fin, skin, MG, HG"	Notorhynchus cepedianus	252	spring	Unknown								sink	kelp forrest	soft bottom	2	3	Carcharhiniform	crusier sprinter	7857	FMP101	1	Missing: not collected	5	5	FALSE			
13414.55.skin	Not applicable	55.skin	TRUE	1	1	subtropical	kelp forrest	2019-06-05	2019	broadnose sevengill shark	Missing: not collected	DD	0	0		0	570	0	6	55.skin	"sharks, rays, fish, marine mammal, "	fishbase.org	Missing: not collected	1432	TRUE	7	g	g7	0	Host-associated	Animal	Animal surface	55skin	skin	marine biome	animal-associated habitat	mucus	host-associated	465	Hexanchus griseus	columns	12/26/20	PS16L1	0.2268	high		FMP101_P3_skin_1.88	HSW gillnet survey	Missing: not collected	55	0	Missing: not collected	LJ kelp site1	USA:CA:San Diego	Missing: not collected		3	KBRF	1	1	shallow	neritic	0	0	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:skin	#VALUE!	UBERON:mucus	UBERON:skin of body	broadnose sevengill shark	7 gill shark	Missing: not collected	cm	Missing: not collected	Notorhynchus cepedianus	FMP_55	7857	Missing: not collected	grams	1	32.841484	-117.297446	Missing: not collected	49	107	300	gillnet	6	55.skin			535	293	Eastern Pacific	Chondrichthyes	cow sharks	Hexanchidae	Notorynchus	Notorhynchus cepedianus	Hexanchiformes	631	11	1.041392685	0	3	-0.663144095	0	2.944482672	0	3880	880	SIO	Missing: not collected					1			1	1		7	13414		nan	nan	nan	ovoviviparous	brackish	brackish	fish skin	s	skin biopsy	"gill, fin, skin, MG, HG"	Notorhynchus cepedianus	252	spring	Unknown								sink	kelp forrest	soft bottom	2	3	Carcharhiniform	crusier sprinter	7857	FMP101	1	Missing: not collected	5	5	FALSE			
13414.58.gill	Not applicable	58.gill	FALSE	2	2	subtropical	soft bottom	2019-09-06	2019	pacific bonito	1.1121	LC	0	0		0	100	0	3	58.gill	"fish, squids, shrimp"	fishbase.org	9.5	245	TRUE	8	b	b8	0	Host-associated	Animal	Animal corpus	58gill	gill	marine biome	animal-associated habitat	organic material	host-associated	52	Sarda chiliensis	clearmag beads KF	9/14/20	PS16L1	0.558		PG	FMP101_P4_gill_1.88	hook and line	34.5	58	0	3.8	SIO pier	USA:CA:San Diego	32		1	P	0	1	shallow	neritic	0	0	0	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:respiratory system	1.112136488	UBERON:mucus	UBERON:gill	Pacific bonito	bonito	36.5	cm	Missing: not collected	Sarda chiliensis	FMP_58	8231	540.8	grams	1	32.867124	-117.257229	540.8		11.3	102	rod and reel	9	58.gill			634	492	Eastern Pacific	Actinopterygii	"mackerals, tunas, bonitos"	Scombridae	Sarda	Sarda chiliensis	Scombriformes	730	17951	4.254088647	18	10017	2.921536228	835	3.969555684	1	16708	9323	SIO	Missing: not collected		1				1			1		8	13414		0.260273973	0.104109589	0.876712329	oviparous	marine	oceanodromous	fish gill	g	gill tissue	"gill, fin, skin, MG, HG"	Sarda chiliensis	440	summer	Unknown								sink	sandy bottom	pelagic	2	3	Thunniform	crusier sprinter	8231	FMP101	1	36.5	3	3	TRUE			
13414.58.hg	Not applicable	58.hg	FALSE	3	4	subtropical	soft bottom	2019-09-06	2019	pacific bonito	1.1121	LC	0	0		0	100	0	3	58.hg	"fish, squids, shrimp"	fishbase.org	9.5	245	TRUE	8	b	b8	0	Host-associated	Animal	Animal distal gut	58hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	52	Sarda chiliensis	clearmag beads KF	9/10/20	PS16L1	0.1185			FMP101_P1_hg_1.88	hook and line	34.5	58	0	3.8	SIO pier	USA:CA:San Diego	32		1	P	0	1	shallow	neritic	0	0	0	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	1.112136488	UBERON:feces	UBERON:digestive tract	Pacific bonito	bonito	36.5	cm	Missing: not collected	Sarda chiliensis	FMP_58	8231	540.8	grams	1	32.867124	-117.257229	540.8		11.3	102	rod and reel	9	58.hg			346	492	Eastern Pacific	Actinopterygii	"mackerals, tunas, bonitos"	Scombridae	Sarda	Sarda chiliensis	Scombriformes	442	1547495	6.189629254	1547	183378	4.184166486	15282	4.330616667	1	180675	21410	SIO	Missing: not collected		1				1			1		5	13414		0.260273973	0.104109589	0.876712329	oviparous	marine	oceanodromous	fish hindgut digesta	hg	hindgut digesta	"gill, fin, skin, MG, HG"	Sarda chiliensis	440	summer	Unknown								sink	sandy bottom	pelagic	2	3	Thunniform	crusier sprinter	8231	FMP101	1	36.5	3	3	TRUE			
13414.58.midgut	Not applicable	58.midgut	FALSE	2	2	subtropical	soft bottom	2019-09-06	2019	pacific bonito	1.1121	LC	0	0		0	100	0	3	58.midgut	"fish, squids, shrimp"	fishbase.org	9.5	245	TRUE	8	b	b8	0	Host-associated	Animal	Animal proximal gut	58midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	52	Sarda chiliensis	clearmag beads KF	9/10/20	PS16L1	0.1169			FMP101_P2_mg_1.88	hook and line	34.5	58	0	3.8	SIO pier	USA:CA:San Diego	32		1	P	0	1	shallow	neritic	0	0	0	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	1.112136488	UBERON:feces	UBERON:digestive tract	Pacific bonito	bonito	36.5	cm	Missing: not collected	Sarda chiliensis	FMP_58	8231	540.8	grams	1	32.867124	-117.257229	540.8		11.3	102	rod and reel	9	58.midgut			442	492	Eastern Pacific	Actinopterygii	"mackerals, tunas, bonitos"	Scombridae	Sarda	Sarda chiliensis	Scombriformes	538	56087	4.748862211	56	6557	2.737495349	546	3.916927466	1	70650	8259	SIO	Missing: not collected		1				1			1		6	13414		0.260273973	0.104109589	0.876712329	oviparous	marine	oceanodromous	fish midgut digesta	mg	midgut digesta	"gill, fin, skin, MG, HG"	Sarda chiliensis	440	summer	Unknown								sink	sandy bottom	pelagic	2	3	Thunniform	crusier sprinter	8231	FMP101	1	36.5	3	3	TRUE			
13414.58.skin	Not applicable	58.skin	FALSE	1	1	subtropical	soft bottom	2019-09-06	2019	pacific bonito	1.1121	LC	0	0		0	100	0	3	58.skin	"fish, squids, shrimp"	fishbase.org	9.5	245	TRUE	8	b	b8	0	Host-associated	Animal	Animal surface	58skin	skin	marine biome	animal-associated habitat	mucus	host-associated	52	Sarda chiliensis	clearmag beads KF	9/14/20	PS16L1	0.075	high		FMP101_P3_skin_1.88	hook and line	34.5	58	0	3.8	SIO pier	USA:CA:San Diego	32		1	P	0	1	shallow	neritic	0	0	0	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:skin	1.112136488	UBERON:mucus	UBERON:skin of body	Pacific bonito	bonito	36.5	cm	Missing: not collected	Sarda chiliensis	FMP_58	8231	540.8	grams	1	32.867124	-117.257229	540.8		11.3	102	rod and reel	9	58.skin			538	492	Eastern Pacific	Actinopterygii	"mackerals, tunas, bonitos"	Scombridae	Sarda	Sarda chiliensis	Scombriformes	634	6	0.77815125	0	0	-1.456306251	0	2.717670503	0	6960	522	SIO	Missing: not collected		1				1			1		7	13414		0.260273973	0.104109589	0.876712329	oviparous	marine	oceanodromous	fish skin	s	skin swab	"gill, fin, skin, MG, HG"	Sarda chiliensis	440	summer	Unknown								sink	sandy bottom	pelagic	2	3	Thunniform	crusier sprinter	8231	FMP101	1	36.5	3	3	TRUE			
